role,name,team,mantra_role,quote,fvm,status,starter_probability,data_quality,appearances_previous,average_rating_previous,fantasy_average_previous,goals_previous,assists_previous,xg_previous,xa_previous,penalties_scored,penalties_taken,yellow_cards,red_cards,goals_conceded,penalties_saved,goals_prevented,expected_appearances,expected_goals,expected_assists,expected_fantasy_average,reliability,bonus,potential,risk,value,fantasy_score,tier,profile
C,Orsolini,BOL,W;A,26,200,Titolare,0.9,Storico Serie A,34,6.1,6.81,10,1,9.7,1.1,4,6,2,0,0,0,,34,10.8,1.2,7.06,90,70,75,11,29,67,Top,Priorità d'asta · rigorista · piazzati
C,Pulisic,MIL,T;A,25,180,Titolare,0.9,Storico Serie A,29,6.07,6.93,8,4,8.1,4.1,0,1,0,0,0,0,,33,9.5,4.9,7.08,87,70,77,13,30,66,Top,Priorità d'asta
C,Rabiot,MIL,C;T,22,128,Titolare,0.9,Storico Serie A,29,6.33,6.98,6,4,4.3,3.4,0,0,4,1,0,0,,33,5.7,4.1,6.87,87,44,55,15,28,52,Buono,Titolare affidabile
C,Baturina,COM,T,19,102,Titolare in ballottaggio,0.72,Storico Serie A,25,6.34,7.18,6,3,1.8,4.8,0,0,0,0,0,0,,26,3.6,4.5,6.93,70,32,53,30,27,42,Scommessa,Rotazione/copertura
C,Da Cunha,COM,C;T,18,90,Titolare,0.9,Storico Serie A,35,6.39,6.96,6,4,6.6,5.1,4,4,4,0,0,0,,34,6.8,4.5,7.07,91,52,56,10,37,59,Ottimo,Titolare affidabile · rigorista
C,Zaniolo,UDI,T;A,18,90,Titolare,0.9,Storico Serie A,31,6.24,6.76,5,5,5.5,3.7,0,0,8,0,0,0,,33,5.6,4.9,6.77,88,45,53,15,34,54,Buono,Titolare affidabile · piazzati
C,Atta,FIO,C;T,17,87,Titolare,0.9,Storico Serie A,32,6.34,6.86,5,3,4,2.3,0,0,3,0,0,0,,33,4.5,2.7,6.78,89,34,42,12,32,48,Buono,Titolare affidabile
C,Barella,INT,C,17,82,Titolare,0.9,Storico Serie A,34,6.29,6.72,3,9,3.2,6.6,0,0,7,0,0,0,,34,3.1,7.6,6.68,90,35,50,12,33,50,Buono,Titolare affidabile
C,McKennie,JUV,C,17,68,Titolare in ballottaggio,0.72,Storico Serie A,34,6.18,6.72,5,6,7.5,6.1,0,0,5,0,0,0,,27,5.2,4.8,6.86,76,43,53,26,33,49,Buono,Rotazione/copertura
C,Zaccagni,LAZ,W;A,16,91,Titolare,0.9,Storico Serie A,26,5.92,6,3,0,4.1,2.7,0,1,6,1,0,0,,33,5.1,2.2,6.3,85,36,47,19,33,48,Buono,Titolare affidabile · rigorista
C,De Bruyne,NAP,T,15,100,Titolare in ballottaggio,0.72,Storico Serie A,18,6.33,7.25,5,2,4,3.5,3,3,1,0,0,0,,25,6,4.1,7.19,66,46,65,35,39,50,Buono,Rotazione/copertura · rigorista · piazzati
C,Vlasic,TOR,T,14,80,Titolare,0.9,Storico Serie A,37,6.07,6.7,8,3,7,3.3,5,5,7,0,0,0,,34,7.5,3.2,6.73,92,54,55,10,47,61,Ottimo,Titolare affidabile · rigorista · piazzati
C,Gudmundsson A.,FIO,T;A,13,61,Titolare,0.9,Storico Serie A,32,5.77,6.23,5,3,5.6,,3,3,4,1,0,0,,33,6.1,3.4,6.33,89,45,49,13,45,56,Ottimo,Titolare affidabile · rigorista · piazzati
C,Taylor K.,LAZ,C;T,13,64,Titolare,0.9,Storico Serie A,17,6.03,6.53,3,2,,,0,0,5,0,0,0,,31,4.6,3.1,6.43,79,35,43,25,39,46,Buono,Rotazione/copertura
C,Alajbegovic,JUV,W;T,12,57,Titolare in ballottaggio,0.72,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,27,2,1.7,6.21,73,16,30,42,31,32,Cautela,Scommessa nuova
C,Conceicao,JUV,W;A,12,60,Titolare,0.9,Storico Serie A,31,6.24,6.65,3,5,7.8,5.2,0,0,3,0,0,0,,33,6.3,5.5,6.93,88,51,51,13,53,59,Ottimo,Titolare affidabile
C,Ederson D.S.,ATA,M;C,12,45,Titolare,0.9,Storico Serie A,30,6.25,6.43,2,1,4.4,1.6,1,1,3,0,0,0,,33,3.8,1.5,6.59,87,27,31,14,40,44,Scommessa,Titolare affidabile
C,Modric,MIL,M;C,12,50,Titolare,0.9,Storico Serie A,33,6.5,6.71,2,3,1.6,4.8,0,0,4,0,0,0,,34,1.8,4.6,6.73,89,21,36,12,40,44,Scommessa,Titolare affidabile · piazzati
C,Rodriguez Je.,COM,W;A,12,32,Alternativa in ballottaggio,0.48,Storico Serie A,28,6.29,6.7,2,8,4,,0,0,3,1,0,0,,18,2.1,5.1,6.83,54,24,50,48,35,34,Cautela,Profilo rischioso
C,Samardzic,ATA,C;T,12,42,Titolare in ballottaggio,0.72,Storico Serie A,22,5.86,6.2,2,2,3,2.6,0,0,1,0,0,0,,26,2.9,2.7,6.28,68,24,36,33,34,36,Scommessa,Rotazione/copertura
C,Baldanzi,GEN,T,11,30,Titolare in ballottaggio,0.72,Storico Serie A,17,6,6.24,1,2,2,1.4,0,0,2,0,0,0,,25,2,2.1,6.27,65,17,31,36,33,31,Cautela,Rotazione/copertura · piazzati
C,Rowe,BOL,W;T,11,37,Titolare in ballottaggio,0.72,Storico Serie A,28,6.09,6.48,3,3,4,2,0,0,2,0,0,0,,26,3.3,2.2,6.52,72,25,34,29,39,38,Scommessa,Rotazione/copertura
C,Zambo Anguissa,NAP,C,11,55,Alternativa in ballottaggio,0.48,Storico Serie A,18,6.14,6.83,4,1,2.5,1.3,0,0,1,0,0,0,,17,2.7,1.3,6.67,48,20,39,53,32,28,Cautela,Profilo rischioso
C,Casadei,TOR,C;T,10,37,Titolare in ballottaggio,0.72,Storico Serie A,32,6.03,6.52,6,0,4.2,1.6,0,0,5,0,0,0,,27,4.2,0.8,6.45,75,28,32,27,44,41,Scommessa,Rotazione/copertura
C,Ekkelenkamp,UDI,C;T,10,41,Titolare in ballottaggio,0.72,Storico Serie A,31,6,6.56,5,3,4.9,1.8,0,0,1,0,0,0,,27,4.3,2.1,6.54,74,31,38,26,47,44,Scommessa,Rotazione/copertura
C,Konè M.,ROM,M;C,10,42,Titolare,0.9,Storico Serie A,29,6.19,6.47,2,3,,,0,0,2,0,0,0,,33,2.3,3.4,6.47,87,21,31,14,45,43,Scommessa,Titolare affidabile
C,Perrone,COM,M;C,10,38,Titolare,0.9,Storico Serie A,36,6.31,6.56,3,4,2.1,2.9,0,0,8,0,0,0,,34,2.3,3.2,6.5,91,21,30,12,46,44,Scommessa,Titolare affidabile
C,Politano,NAP,W,10,47,Titolare in ballottaggio,0.72,Storico Serie A,33,6.06,6.33,2,5,2.4,4.9,0,0,4,0,0,0,,27,1.8,4.2,6.35,76,20,38,25,42,40,Scommessa,Rotazione/copertura
C,Saelemaekers,MIL,E;W,10,43,Titolare in ballottaggio,0.72,Storico Serie A,35,6.23,6.5,3,3,3.3,4.8,0,0,5,0,0,0,,27,2.5,3.1,6.55,77,22,35,25,44,40,Scommessa,Rotazione/copertura
C,Thorstvedt,SAS,C;T,10,41,Titolare,0.9,Storico Serie A,31,6.27,6.61,4,3,6.3,2,0,0,9,0,0,0,,33,5.7,2.6,6.72,88,41,38,15,56,54,Buono,Titolare affidabile
C,Thuram K.,JUV,C,10,41,Riserva/rotazione,0.2,Storico Serie A,35,6.03,6.31,3,2,,,0,0,2,0,0,0,,8,0.7,0.5,6.33,38,5,29,63,23,15,Cautela,Profilo rischioso
C,Zielinski,INT,C,10,41,Titolare in ballottaggio,0.72,Storico Serie A,31,6.35,6.89,6,2,2.5,3.1,1,1,3,0,0,0,,27,3.5,2.3,6.78,74,27,37,27,46,42,Scommessa,Rotazione/copertura
C,Bernardeschi,BOL,W;T,9,21,Titolare in ballottaggio,0.72,Storico Serie A,25,6.08,6.58,4,2,3,2.3,1,1,3,0,0,0,,26,3.7,2.4,6.54,70,28,37,31,49,41,Scommessa,Rotazione/copertura
C,Cancellieri,LAZ,W;A,9,28,Titolare in ballottaggio,0.72,Storico Serie A,28,5.82,6.18,4,1,4.3,1.6,0,0,6,0,0,0,,26,3.9,1.3,6.21,72,27,32,31,47,40,Scommessa,Rotazione/copertura
C,Isaksen,LAZ,W;A,9,25,Alternativa in ballottaggio,0.48,Storico Serie A,27,5.96,6.56,5,1,5,1.2,0,0,0,0,0,0,,17,3.1,0.7,6.55,54,21,34,46,40,31,Cautela,Profilo rischioso
C,Konè I.,SAS,C,9,20,Riserva/rotazione,0.2,Storico Serie A,35,6.19,6.63,6,0,,,0,0,3,1,0,0,,8,1.4,0,6.64,38,9,29,64,29,18,Cautela,Profilo rischioso
C,Mandragora,FIO,C,9,28,Alternativa in ballottaggio,0.48,Storico Serie A,34,5.99,6.56,7,2,4.7,2.6,1,1,7,0,0,0,,18,3,1.2,6.45,58,21,35,44,41,33,Cautela,Rotazione/copertura
C,Pasalic,ATA,C;T,9,32,Alternativa in ballottaggio,0.48,Storico Serie A,32,5.94,6.27,3,3,2.7,2.9,0,0,3,0,0,0,,18,1.6,1.7,6.25,57,14,31,44,36,28,Cautela,Rotazione/copertura
C,Cambiaghi,BOL,W;A,8,25,Alternativa in ballottaggio,0.48,Storico Serie A,25,5.96,6.38,3,4,2.1,2.4,0,0,3,1,0,0,,17,1.7,2.1,6.28,52,15,34,50,40,28,Cautela,Profilo rischioso
C,Colpani,MON,T,8,25,Titolare,0.9,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,34,1,0.8,6,86,8,19,29,44,34,Cautela,Titolare affidabile
C,Cristante,ROM,M;C,8,29,Titolare,0.9,Storico Serie A,37,6.09,6.2,2,1,2.1,2.8,0,0,6,0,0,0,,34,1.9,1.9,6.23,92,16,24,10,53,43,Scommessa,Titolare affidabile
C,Diouf,INT,E;C,8,37,Alternativa in ballottaggio,0.48,Storico Serie A,11,6.14,6.41,1,0,0.6,1.5,0,0,1,0,0,0,,16,1.2,1.2,6.39,43,10,29,58,33,21,Cautela,Profilo rischioso
C,Fagioli,FIO,M;C,8,23,Alternativa in ballottaggio,0.48,Storico Serie A,33,6.08,6.27,2,3,2.5,3.7,0,0,5,0,0,0,,18,1.3,1.9,6.33,58,12,29,44,40,28,Cautela,Rotazione/copertura
C,Locatelli,JUV,M;C,8,32,Titolare,0.9,Storico Serie A,36,6.28,6.21,1,2,2.8,5,0,1,9,0,0,0,,34,2,3.8,6.44,91,20,31,12,57,46,Buono,Titolare affidabile
C,Ndour,FIO,C,8,25,Titolare in ballottaggio,0.72,Storico Serie A,30,5.72,5.98,3,0,2.6,1.2,0,0,2,0,0,0,,26,2.4,0.6,5.99,74,16,24,27,45,35,Scommessa,Rotazione/copertura
C,Odgaard,BOL,T,8,22,Alternativa in ballottaggio,0.48,Storico Serie A,22,5.91,6.61,5,1,2.5,,0,0,1,0,0,0,,17,2.5,0.8,6.38,50,17,31,51,40,28,Cautela,Profilo rischioso
C,Sucic P.,INT,C,8,26,Riserva/rotazione,0.2,Storico Serie A,28,5.96,6.16,2,2,,,0,0,5,0,0,0,,7,0.5,0.5,6.16,33,4,26,69,25,13,Cautela,Profilo rischioso
C,Vergara,NAP,W;T,8,34,Alternativa in ballottaggio,0.48,Storico Serie A,9,6.11,6.33,1,0,0.8,0.8,0,0,2,0,0,0,,16,1.3,0.9,6.3,42,10,27,61,32,20,Cautela,Profilo rischioso
C,Bernabè,PAR,C,7,36,Titolare,0.9,Storico Serie A,32,6.08,6.39,3,1,2.2,3.1,0,0,0,0,0,0,,33,2.6,2.6,6.4,89,22,31,11,65,48,Buono,Titolare affidabile · piazzati
C,Calò,FRO,M;C,7,25,Titolare,0.9,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,34,1.1,0.9,6.01,86,9,24,29,53,37,Scommessa,Titolare affidabile · rigorista · piazzati
C,Fazzini,CAG,C;T,7,19,Titolare,0.9,Storico Serie A,12,5.79,5.75,0,0,1.1,0.8,0,0,2,0,0,0,,31,1.2,1,5.86,75,10,21,27,47,33,Cautela,Rotazione/copertura · piazzati
C,Ferguson,BOL,M;C,7,18,Titolare,0.9,Storico Serie A,23,5.87,5.85,1,0,0.7,1.2,0,0,5,1,0,0,,32,1.1,1,5.85,83,9,18,21,49,35,Scommessa,Titolare affidabile
C,Frattesi,INT,C;T,7,13,Riserva/rotazione,0.2,Storico Serie A,15,5.9,5.9,0,0,2.2,0.2,0,0,0,0,0,0,,7,0.6,0.2,6.19,25,4,22,75,24,9,Cautela,Profilo rischioso
C,Frendrup,GEN,M;C,7,19,Titolare,0.9,Storico Serie A,36,6,6.01,1,0,0.4,,0,0,5,0,0,0,,34,0.6,0,5.98,91,4,14,11,49,36,Scommessa,Titolare affidabile
C,Gaetano,ATA,M;C,7,24,Titolare,0.9,Storico Serie A,32,6.08,6.33,2,4,1.9,1.8,0,0,4,0,0,0,,33,2,2.8,6.28,89,18,26,13,61,45,Buono,Titolare affidabile
C,Lobotka,NAP,M;C,7,20,Titolare,0.9,Storico Serie A,31,6.08,6.13,1,0,0.5,1.8,0,0,3,0,0,0,,33,0.7,1.1,6.13,88,7,18,13,51,37,Scommessa,Titolare affidabile
C,Oristanio,TOR,W;T,7,27,Alternativa in ballottaggio,0.48,Storico Serie A,18,5.72,5.83,1,0,2,0.9,0,0,1,0,0,0,,17,1.4,0.6,5.97,48,10,25,53,37,23,Cautela,Profilo rischioso
C,Pessina,MON,M;C,7,20,Titolare in ballottaggio,0.72,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,27,0.8,0.7,5.99,73,6,23,42,45,30,Cautela,Scommessa nuova · rigorista · piazzati
C,Unai Gomez,UDI,T,7,23,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.6,0.5,6.17,34,5,26,81,29,13,Cautela,Profilo rischioso
C,Volpato,SAS,W;T,7,23,Riserva/rotazione,0.2,Storico Serie A,21,6.05,6.43,2,4,1.7,1.6,0,0,4,0,0,0,,7,0.6,0.8,6.33,29,5,31,73,30,14,Cautela,Profilo rischioso
C,Adopo,CAG,M;C,6,13,Titolare,0.9,Storico Serie A,38,5.89,5.95,1,1,2.5,1.2,0,0,4,0,0,0,,34,1.7,1,6.02,93,13,19,8,66,44,Scommessa,Titolare affidabile
C,Akinsanmiro,MON,C,6,16,Titolare,0.9,Storico Serie A,24,5.77,5.77,0,1,0.9,1.3,0,0,2,0,0,0,,32,0.7,1.5,5.84,83,7,18,18,56,36,Scommessa,Titolare affidabile
C,Basic,VEN,M;C,6,19,Titolare,0.9,Storico Serie A,23,5.98,6.33,2,3,1.4,2,0,0,0,1,0,0,,32,2.2,3.1,6.24,83,20,28,18,70,46,Buono,Occasione di valore
C,Caqueret,COM,C;T,6,20,Alternativa in ballottaggio,0.48,Storico Serie A,29,6.12,6.41,2,4,2.3,2.3,0,0,3,0,0,0,,18,1.4,1.8,6.4,55,12,29,46,52,30,Cautela,Profilo rischioso
C,Chukwueze,MIL,W,6,11,Alternativa in ballottaggio,0.48,Campione ridotto,1,5.5,5.5,0,0,,0.1,0,0,0,0,0,0,,18,0.3,0.3,5.93,55,3,15,52,38,20,Cautela,Profilo rischioso
C,Coulibaly L.,LEC,M;C,6,14,Titolare,0.9,Storico Serie A,33,6.03,6.27,3,1,,,0,0,4,0,0,0,,34,3.1,1,6.27,89,21,23,12,72,47,Buono,Occasione di valore
C,Ellertsson,GEN,E;C,6,18,Titolare in ballottaggio,0.72,Storico Serie A,35,5.8,5.87,1,1,2.3,1.7,0,0,1,1,0,0,,27,1.4,1.1,5.95,77,11,21,24,57,36,Scommessa,Rotazione/copertura
C,Karlstrom,UDI,M;C,6,20,Titolare,0.9,Storico Serie A,36,5.9,5.9,1,0,0.8,1.1,0,0,6,0,0,0,,34,0.8,0.6,5.9,91,6,17,11,59,39,Scommessa,Titolare affidabile
C,Liberali,COM,T,6,22,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.6,0.5,6.17,34,5,25,81,34,14,Cautela,Profilo rischioso
C,Nicolussi Caviglia,PAR,M;C,6,18,Titolare in ballottaggio,0.72,Storico Serie A,23,5.85,5.98,0,4,0.9,1.8,0,0,4,0,0,0,,26,0.6,3,5.95,69,10,26,33,54,33,Cautela,Rotazione/copertura
C,Oulai,FIO,M;C,6,20,Titolare in ballottaggio,0.72,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,27,0.7,0.6,5.98,73,6,17,42,50,30,Cautela,Scommessa nuova
C,Pierotti,LEC,W,6,19,Titolare,0.9,Storico Serie A,37,5.73,5.78,1,1,3.3,1.5,0,0,4,0,0,0,,34,2.2,1.3,5.91,92,16,24,9,68,46,Buono,Titolare affidabile · piazzati
C,Pobega,BOL,M;C,6,14,Riserva/rotazione,0.2,Storico Serie A,23,5.87,6.22,3,1,,0.7,0,0,2,1,0,0,,7,0.9,0.3,6.21,30,6,27,72,34,15,Cautela,Profilo rischioso
C,Rovella,LAZ,M;C,6,16,Titolare,0.9,Storico Serie A,11,5.82,5.73,0,1,0,1,0,0,2,1,0,0,,31,0.3,1.7,5.72,75,5,20,29,50,32,Cautela,Rotazione/copertura · piazzati
C,Winks,CAG,M;C,6,14,Titolare,0.9,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,34,0.5,0.4,5.93,86,4,14,29,54,34,Cautela,Titolare affidabile
C,Zalewski,ATA,W,6,21,Riserva/rotazione,0.2,Storico Serie A,31,6.08,6.39,2,5,2.9,4.5,0,0,3,0,0,0,,7,0.6,1.1,6.45,35,6,35,66,40,19,Cautela,Profilo rischioso
C,Zhegrova,JUV,W,6,18,Riserva/rotazione,0.2,Storico Serie A,12,6.04,6.04,0,0,0.8,1.4,0,0,1,0,0,0,,7,0.5,0.5,6.28,23,4,25,78,29,10,Cautela,Profilo rischioso
C,Addai,COM,W;A,5,10,Riserva/rotazione,0.2,Storico Serie A,12,6,6.58,3,0,1.5,1.2,0,0,4,0,0,0,,7,0.8,0.4,6.23,23,6,27,81,36,12,Cautela,Profilo rischioso
C,Adzic,SAS,C;T,5,14,Titolare in ballottaggio,0.72,Campione ridotto,4,6.12,6.88,1,0,0.2,0.2,0,0,0,0,0,0,,27,0.5,0.4,5.94,73,4,15,34,58,31,Cautela,Rotazione/copertura
C,Amondarain,BOL,M;C,5,12,Alternativa in ballottaggio,0.48,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,18,0.4,0.3,5.95,55,3,15,60,46,21,Cautela,Profilo rischioso
C,Bakola,SAS,C;T,5,16,Alternativa in ballottaggio,0.48,Campione ridotto,3,6.17,6.17,0,0,0.1,0.1,0,0,0,0,0,0,,18,0.5,0.4,5.98,55,4,17,52,48,23,Cautela,Profilo rischioso
C,Berisha M.,LEC,C;T,5,16,Titolare,0.9,Storico Serie A,12,6.25,7,2,3,,,0,0,0,0,0,0,,31,2.8,4.2,6.66,75,26,34,25,89,50,Buono,Occasione di valore
C,Busio,VEN,M;C,5,14,Titolare,0.9,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,34,0.5,0.5,5.93,86,4,17,29,66,37,Scommessa,Titolare affidabile · piazzati
C,Cacciamani,TOR,E;W,5,18,Titolare,0.9,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,34,0.7,0.6,5.95,86,6,16,29,68,38,Scommessa,Titolare affidabile
C,Dele-Bashiru,LAZ,C;T,5,13,Riserva/rotazione,0.2,Storico Serie A,21,5.71,5.86,1,0,0.9,0.6,0,0,0,0,0,0,,7,0.3,0.2,5.87,29,2,18,71,30,10,Cautela,Profilo rischioso
C,Felici,CAG,W,5,10,Alternativa in ballottaggio,0.48,Storico Serie A,11,6,6.5,2,1,0.6,0.3,0,0,3,0,0,0,,16,0.9,0.5,6.06,43,7,19,60,45,20,Cautela,Profilo rischioso
C,Fofana Y.,MIL,M;C,5,23,Riserva/rotazione,0.2,Storico Serie A,33,5.83,6.05,2,3,,,0,0,4,0,0,0,,7,0.4,0.6,6.03,37,4,26,64,41,18,Cautela,Profilo rischioso
C,Gandelman,LEC,C;T,5,14,Alternativa in ballottaggio,0.48,Storico Serie A,17,5.85,6.26,2,1,1.4,0.7,0,0,0,0,0,0,,17,1.3,0.7,6.12,47,10,23,53,51,25,Cautela,Profilo rischioso
C,Gineitis,TOR,M;C,5,13,Titolare,0.9,Storico Serie A,28,5.82,5.77,0,1,1,2.4,0,0,5,0,0,0,,33,0.7,2.2,5.86,86,9,20,16,71,41,Scommessa,Occasione di valore
C,Keita M.,PAR,M;C,5,15,Titolare,0.9,Storico Serie A,36,6,6.04,1,1,,,0,0,1,0,0,0,,34,0.9,0.9,6.09,91,8,17,9,74,43,Scommessa,Occasione di valore
C,Koopmeiners,JUV,C;T,5,14,Riserva/rotazione,0.2,Storico Serie A,30,5.72,5.63,0,0,1.5,1.3,0,0,5,0,0,0,,7,0.2,0.2,5.75,35,2,17,67,33,13,Cautela,Profilo rischioso
C,Matic,SAS,M;C,5,15,Titolare,0.9,Storico Serie A,34,6,6,1,1,0.4,1.5,0,0,6,1,0,0,,34,0.6,1.3,5.97,90,6,17,13,71,41,Scommessa,Occasione di valore
C,Meichtry,GEN,W;T,5,14,Alternativa in ballottaggio,0.48,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,18,0.4,0.4,5.96,55,3,16,60,47,21,Cautela,Profilo rischioso
C,Milla,COM,M;C,5,14,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.4,0.3,6.06,34,3,20,81,36,13,Cautela,Profilo rischioso
C,Mkhitaryan,INT,C,5,19,Riserva/rotazione,0.2,Storico Serie A,28,6.12,6.5,4,1,4.9,3.1,0,0,5,0,0,0,,7,1.1,0.6,6.59,33,8,35,69,50,21,Cautela,Profilo rischioso
C,Ondrejka,PAR,W;A,5,18,Riserva/rotazione,0.2,Storico Serie A,15,5.67,5.6,0,0,1.2,0.5,0,0,2,0,0,0,,7,0.5,0.3,5.86,25,4,23,77,32,11,Cautela,Profilo rischioso
C,Perez K.,VEN,C;T,5,14,Riserva/rotazione,0.2,Campione ridotto,1,5.5,5.5,0,0,,,0,0,0,0,0,0,,8,0.4,0.3,6.06,34,3,20,73,36,13,Cautela,Profilo rischioso
C,Piotrowski,UDI,M;C,5,15,Titolare in ballottaggio,0.72,Storico Serie A,31,5.84,5.9,1,0,2.7,0.8,0,0,2,0,0,0,,27,1.8,0.4,6.02,74,12,19,27,67,37,Scommessa,Rotazione/copertura
C,Pisilli,ROM,C,5,17,Riserva/rotazione,0.2,Storico Serie A,23,6.07,6.43,2,4,1.7,1.2,0,0,3,0,0,0,,7,0.6,0.7,6.36,30,5,29,72,41,16,Cautela,Profilo rischioso
C,Romano,CAG,M;C,5,12,Titolare in ballottaggio,0.72,Storico Serie A,32,6,5.89,0,0,0.4,0,0,0,5,1,0,0,,27,0.2,0,5.91,75,1,12,28,55,30,Cautela,Rotazione/copertura
C,Sohm,VEN,C,5,14,Alternativa in ballottaggio,0.48,Storico Serie A,24,5.6,5.58,0,1,0.8,1.5,0,0,3,0,0,0,,17,0.3,0.9,5.64,52,4,18,50,44,22,Cautela,Profilo rischioso
C,Traorè Hj.,GEN,W;T,5,11,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.3,0.2,6,34,2,17,81,34,11,Cautela,Profilo rischioso
C,Zerbin,FRO,W,5,13,Alternativa in ballottaggio,0.48,Storico Serie A,30,5.77,5.8,0,2,1.6,2,0,0,2,0,0,0,,18,0.6,1.2,5.9,56,6,21,45,51,26,Cautela,Profilo rischioso
C,Almqvist,PAR,W;A,4,14,Riserva/rotazione,0.2,Storico Serie A,10,5.9,6,0,1,0.4,0.9,0,0,0,0,0,0,,7,0.4,0.5,6.14,22,4,24,78,40,12,Cautela,Profilo rischioso
C,Amorim,GEN,M;C,4,11,Alternativa in ballottaggio,0.48,Storico Serie A,9,5.72,5.67,0,0,0.2,,0,0,1,0,0,0,,16,0.3,0.2,5.73,42,2,14,59,44,17,Cautela,Profilo rischioso
C,Cataldi,LAZ,M;C,4,12,Riserva/rotazione,0.2,Storico Serie A,27,6,6.33,3,3,3,1.4,2,2,6,0,0,0,,7,0.8,0.5,6.3,33,6,28,70,54,20,Cautela,Profilo rischioso
C,Cichella,FRO,M;C,4,11,Alternativa in ballottaggio,0.48,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,18,0.3,0.3,5.93,55,3,15,60,58,23,Cautela,Profilo rischioso
C,De Roon,ATA,M;C,4,12,Riserva/rotazione,0.2,Storico Serie A,34,5.97,6,1,2,0.8,2,0,0,6,1,0,0,,7,0.2,0.4,6,37,2,19,66,46,16,Cautela,Profilo rischioso
C,Douglas Luiz,JUV,C,4,12,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.3,0.3,6.02,34,3,18,81,44,14,Cautela,Profilo rischioso
C,El Aynaoui,ROM,M;C,4,18,Riserva/rotazione,0.2,Storico Serie A,21,5.93,6.05,1,2,1.1,0.9,0,0,5,0,0,0,,7,0.4,0.5,6.05,29,4,24,74,45,15,Cautela,Profilo rischioso
C,Fabbian,FIO,C;T,4,8,Riserva/rotazione,0.2,Storico Serie A,22,5.75,6,2,0,2.4,0.9,0,0,2,0,0,0,,7,0.7,0.2,6.03,29,5,23,72,45,15,Cautela,Profilo rischioso
C,Fitz-Jim,TOR,M;C,4,13,Titolare,0.9,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,34,0.5,0.4,5.92,86,4,14,29,81,39,Scommessa,Occasione di valore
C,Folorunsho,NAP,C;T,4,10,Riserva/rotazione,0.2,Storico Serie A,26,5.92,6.1,2,0,3.4,1.1,0,0,3,0,0,0,,7,0.8,0.2,6.23,32,5,24,69,50,18,Cautela,Profilo rischioso
C,Ilkhan,TOR,M;C,4,10,Riserva/rotazione,0.2,Storico Serie A,18,5.92,6.08,1,2,2.2,0.7,0,0,2,1,0,0,,7,0.6,0.4,6.12,27,5,24,76,45,15,Cautela,Profilo rischioso
C,Jashari,MIL,C,4,11,Riserva/rotazione,0.2,Storico Serie A,12,5.67,5.75,0,1,0.2,0.6,0,0,0,0,0,0,,7,0.2,0.4,5.81,23,2,19,77,33,9,Cautela,Profilo rischioso
C,Koutsoupias,FRO,C,4,12,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.3,0.3,6.02,34,3,18,81,44,14,Cautela,Profilo rischioso
C,Loftus-Cheek,MIL,C;T,4,11,Riserva/rotazione,0.2,Storico Serie A,22,6.07,6.48,3,1,3.2,1.1,0,0,2,0,0,0,,7,0.9,0.3,6.45,29,6,27,72,52,18,Cautela,Profilo rischioso
C,Luis Henrique,INT,E;W,4,13,Riserva/rotazione,0.2,Storico Serie A,27,5.87,6.04,1,2,0.9,1.8,0,0,1,0,0,0,,7,0.2,0.5,6.01,33,2,21,67,44,15,Cautela,Profilo rischioso
C,Moro N.,BOL,M;C,4,10,Titolare,0.9,Storico Serie A,28,5.96,6.16,2,0,,,0,0,1,0,0,0,,33,2.4,0,6.16,86,15,18,14,96,48,Buono,Occasione di valore
C,Ngom,LEC,M;C,4,11,Titolare in ballottaggio,0.72,Storico Serie A,13,5.62,5.58,0,0,0.2,,0,0,1,0,0,0,,25,0.3,0.2,5.63,63,2,13,38,59,27,Cautela,Rotazione/copertura
